Csum_NG,0.000274,0.000347
Psum_TCLOC,0.000274,0.00066
Psum_TNG,0.000249,0.000223
Pstd_TLOC,0.000249,0.00097
Cmax_TLLOC,0.000249,0.000305
Psum_AD,0.000224,0.000347
Psum_TNFI,0.000224,0.000949
Pmax_TNOS,0.000224,0.000228
Csum_CBOI,0.000224,0.000145
Psum_TCD,0.000224,0.00123
Pmax_NG,0.000224,0.000781
Csum_TNPM,0.000199,0.000741
Psum_TLOC,0.000199,0.000839
Pmax_LOC,0.000174,0.000127
Pmax_TLLOC,0.000174,0.000398
Psum_LLOC,0.000174,0.000398
Fsum_LLOC,0.000174,0.000398
Cmax_TCLOC,0.000149,0.00074
Pstd_TCLOC,0.000124,0.000157
Csum_TNM,0.000124,0.001252
Fmax_LLOC,0.000124,0.000738
Csum_TNLG,0.0001,0.000241
Pstd_TNS,0.0001,0.000214
Csum_DLOC,0.0001,0.001066
Cmax_NII,0.0001,0.00099
Psum_CLOC,7.5e-05,0.000202
Pmax_NIN,7.5e-05,0.000301
Pmax_TCLOC,7.5e-05,0.000202
Csum_TNG,7.5e-05,0.000301
Psum_TLLOC,7.5e-05,0.000127
Psum_NG,5e-05,0.000321
Psum_TNCL,5e-05,0.000366
Pmax_TNG,5e-05,0.000321
Pstd_TNA,5e-05,0.000537
Pstd_TNM,2.5e-05,0.001149
Pmax_PUA,2.5e-05,0.000145
Csum_NLM,2.5e-05,0.001192
Cmed_NM,0.0,0.0
Cmin_NLS,0.0,0.0
Cmed_NA,0.0,0.0
Cmed_NLS,0.0,0.0
Cstd_NLS,0.0,0.0
Cmin_NM,0.0,0.0
Cstd_NM,0.0,0.0
Cmin_NOS,0.0,0.0
Cmed_NOS,0.0,0.0
Cmin_NA,0.0,0.0
Cstd_NOS,0.0,0.0
Cstd_LOC,0.0,0.0
Cmin_NPA,0.0,0.0
Cmed_NPA,0.0,0.0
Cmax_NPA,0.0,0.0
Cstd_NLPM,0.0,0.0
Cstd_NLA,0.0,0.0
Cmed_NLPM,0.0,0.0
Cmin_NLPA,0.0,0.0
Cmed_NLG,0.0,0.0
Cmed_NLA,0.0,0.0
Cstd_NLG,0.0,0.0
Cmin_NLM,0.0,0.0
Cmed_NLM,0.0,0.0
Cmin_NLA,0.0,0.0
Cstd_NLM,0.0,0.0
Cmed_NLPA,0.0,0.0
Cmin_NLG,0.0,0.0
Cstd_NG,0.0,0.0
Csum_NLPA,0.0,0.0
Cstd_NLPA,0.0,0.0
Cmed_NG,0.0,0.0
Cmin_NG,0.0,0.0
Cstd_NA,0.0,0.0
Cmin_NLPM,0.0,0.0
Cmax_NLPA,0.0,0.0
is archived,0.0,0.0
Cmed_LOC,0.0,0.0
Cmed_CLOC,0.0,0.0
Cmin_NII,0.0,0.0
Cmed_NII,0.0,0.0
Cstd_NII,0.0,0.0
Cmin_NOI,0.0,0.0
Cmed_NOI,0.0,0.0
Cstd_NOI,0.0,0.0
Cmin_RFC,0.0,0.0
Cmed_RFC,0.0,0.0
Cstd_RFC,0.0,0.0
Cmin_AD,0.0,0.0
Cmed_AD,0.0,0.0
Cmax_AD,0.0,0.0
Cstd_AD,0.0,0.0
Cmin_CD,0.0,0.0
Cmed_CD,0.0,0.0
Cmax_CD,0.0,0.0
Cstd_CD,0.0,0.0
Cstd_CBOI,0.0,0.0
Cmed_CBOI,0.0,0.0
Cmin_CBOI,0.0,0.0
Cmed_NLE,0.0,0.0
Cmed_LCOM5,0.0,0.0
Cstd_LCOM5,0.0,0.0
Cmin_NL,0.0,0.0
Cmed_NL,0.0,0.0
Cmax_NL,0.0,0.0
Cstd_NL,0.0,0.0
Cmin_NLE,0.0,0.0
Cmax_NLE,0.0,0.0
Cstd_CBO,0.0,0.0
Cstd_NLE,0.0,0.0
Cmin_WMC,0.0,0.0
Cmed_WMC,0.0,0.0
Cstd_WMC,0.0,0.0
Cmin_CBO,0.0,0.0
Cmed_CBO,0.0,0.0
Cmax_CBO,0.0,0.0
Cmin_CLOC,0.0,0.0
Cstd_CLOC,0.0,0.0
Cmin_LOC,0.0,0.0
Cmin_DLOC,0.0,0.0
Cmin_NOA,0.0,0.0
Cmed_NOA,0.0,0.0
Cmax_NOA,0.0,0.0
Cstd_NOA,0.0,0.0
Cmed_NOC,0.0,0.0
Cmax_NOC,0.0,0.0
Cstd_NOC,0.0,0.0
Cmed_NOD,0.0,0.0
Cmax_NOD,0.0,0.0
Cstd_NOD,0.0,0.0
Cmin_NOP,0.0,0.0
Cmed_NOP,0.0,0.0
Cmax_NOP,0.0,0.0
Cstd_NOP,0.0,0.0
Cmin_LLOC,0.0,0.0
Cmed_LLOC,0.0,0.0
Cstd_LLOC,0.0,0.0
Cstd_DIT,0.0,0.0
Cmax_DIT,0.0,0.0
Cmed_DIT,0.0,0.0
Cstd_PUA,0.0,0.0
Cmed_DLOC,0.0,0.0
Cstd_DLOC,0.0,0.0
Cmin_PDA,0.0,0.0
Cmed_PDA,0.0,0.0
Cstd_PDA,0.0,0.0
